SERIAL NUMBER,VIOLATION STATUS, VIOLATION CODE,VIOLATION DESCRIPTION
DA4594390,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA4594403,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4594403,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT
DA4594403,OUT OF COMPLIANCE,H017,INOPERABLE - UNIT
DA4594403,OUT OF COMPLIANCE,H007,WATER LINE - UNIT
DA4595128,OUT OF COMPLIANCE,H061,RATS/MICE - PREMISES
DA4595128,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT
DA4595128,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA4597396,OUT OF COMPLIANCE,RH26,SEWER/DRAIN LINES - PREMISES
DA4596395,OUT OF COMPLIANCE,H014,TANK/BASE/BOWL/OTHER - UNIT
DA4596395,OUT OF COMPLIANCE,H011,COVER PLATES - UNIT
DA4596395,OUT OF COMPLIANCE,H012,OUTLET/FIXTURES - UNIT
DA4596395,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4597007,OUT OF COMPLIANCE,AK11,SEWAGE / WASTE WATER DISCHARGES INTO THE SEWER SYSTEM
DA4597212,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA4597212,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT
DA4597212,OUT OF COMPLIANCE,H019,MISSING COMFORT HEAT - UNIT
DA4597212,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT
DA4597450,OUT OF COMPLIANCE,RH39, COCKROACHES - UNIT
DA4597450,OUT OF COMPLIANCE,RH03,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4597450,OUT OF COMPLIANCE,RH05,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA4597450,OUT OF COMPLIANCE,RH07,WALL/FLOOR/CEILING - MOLD - UNIT
DA4597566,OUT OF COMPLIANCE,H019,MISSING COMFORT HEAT - UNIT
DA4598374,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT
DA4598550,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT
DA4598550,OUT OF COMPLIANCE,H011,COVER PLATES - UNIT
DA4598662,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT
DA4598795,OUT OF COMPLIANCE,RH03,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4599221,OUT OF COMPLIANCE,RH39, COCKROACHES - UNIT
DA4599260,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA4599260,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES
DA4599260,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT
DA4599260,OUT OF COMPLIANCE,H016,FIXTURES - UNIT
DA4599260,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT
DA4599260,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT
DA4599260,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DA4599722,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT
DA4599722,OUT OF COMPLIANCE,RH03,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4599929,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4599929,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT
DA4600694,OUT OF COMPLIANCE,H044,FAUCET FIXTURES - UNIT
DA4600694,OUT OF COMPLIANCE,H017,INOPERABLE - UNIT
DA4600694,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT
DA4600694,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT
DA4600694,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4600694,OUT OF COMPLIANCE,RH25,SEWER/DRAIN LINES - UNIT
DA4603093,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4603619,OUT OF COMPLIANCE,H102,PERMIT AVAILABLE
DA4601313,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT
DA4601313,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT
DA4601932,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES
DA4602154,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES
DA4602286,OUT OF COMPLIANCE,RH26,SEWER/DRAIN LINES - PREMISES
DA4602390,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT
DA4602424,OUT OF COMPLIANCE,RH03,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4602424,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT
DA4602774,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT
DA4602774,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT
DA4602850,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT
DA4602850,OUT OF COMPLIANCE,H013,WIRING - UNIT
DA4602850,OUT OF COMPLIANCE,H019,MISSING COMFORT HEAT - UNIT
DA4602850,OUT OF COMPLIANCE,H007,WATER LINE - UNIT
DA4603100,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT
DA4603176,OUT OF COMPLIANCE,RH07,WALL/FLOOR/CEILING - MOLD - UNIT
DA4603176,OUT OF COMPLIANCE,RH03,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4603216,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4603216,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT
DA4603751,OUT OF COMPLIANCE,RH03,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4603751,OUT OF COMPLIANCE,RH04,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA4604900,OUT OF COMPLIANCE,RH53,"COUNTER, CABINETS, VANITIES, VANITIES SHELVING, ETC. - UNIT"
DA4604900,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DA4604900,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4604900,OUT OF COMPLIANCE,RH39, COCKROACHES - UNIT
DA4604900,OUT OF COMPLIANCE,RH51,APPLIANCES/FURNITURE - UNIT
DA4604900,OUT OF COMPLIANCE,RH33,TOILET TANK/BASE/BOWL - UNIT
DA4604900,OUT OF COMPLIANCE,RH35,TUB/SHOWER STALL/SHOWER FIXTURES - UNIT
DA4604900,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT
DA4605363,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DA4605363,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DA4605363,OUT OF COMPLIANCE,RH37,SINK BASIN/FIXTURES - UNIT
DA4605363,OUT OF COMPLIANCE,RH04,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA4605363,OUT OF COMPLIANCE,RH28,WIRING - PREMISES
DA4605363,OUT OF COMPLIANCE,RH03,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4604425,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT
DA4604871,OUT OF COMPLIANCE,RH39, COCKROACHES - UNIT
DA4605093,OUT OF COMPLIANCE,H076,APPLIANCES - PREMISES
DA4605338,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4605338,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DA4605632,OUT OF COMPLIANCE,RH07,WALL/FLOOR/CEILING - MOLD - UNIT
DA4606166,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA4606166,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT
DA4606166,OUT OF COMPLIANCE,RH11,VENTILATION - UNIT
DA4606185,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4606320,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DA4606545,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4606545,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4606545,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT
DA4606778,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4606778,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA4606778,HOUSING CRITICAL,H001,COCKROACHES - UNIT
DA4606778,HOUSING NON-CRITICAL,H036,WINDOWS/SCREENS - UNIT
DA4606887,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA4606922,HOUSING CRITICAL,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA4606922,HOUSING NON-CRITICAL,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DA4606922,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4611318,OUT OF COMPLIANCE,RH43,RODENTS - UNIT
DA4611318,OUT OF COMPLIANCE,RH23,HOT WATER/WATER HEATER - UNIT
DA4607831,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT
DA4608440,OUT OF COMPLIANCE,H003,MITES/FLEAS - UNIT
DA4608608,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DA4608628,OUT OF COMPLIANCE,H062,NO HOT-WATER - PREMISES
DA4608722,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA4608722,OUT OF COMPLIANCE,H083,INADEQUATE LIGHTING - PREMISES
DA4608722,OUT OF COMPLIANCE,H067,COVER PLATES - PREMISES
DA4608768,OUT OF COMPLIANCE,RH25,SEWER/DRAIN LINES - UNIT
DA4608768,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4608768,OUT OF COMPLIANCE,RH37,SINK BASIN/FIXTURES - UNIT
DA4608768,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT
DA4608768,OUT OF COMPLIANCE,H019,MISSING COMFORT HEAT - UNIT
DA4608859,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA4608859,OUT OF COMPLIANCE,H095,STAIRS - PREMISES
DA4608859,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT
DA4608859,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT
DA4609819,OUT OF COMPLIANCE,RH51,APPLIANCES/FURNITURE - UNIT
DA4609819,OUT OF COMPLIANCE,H017,INOPERABLE - UNIT
DA4610629,OUT OF COMPLIANCE,H061,RATS/MICE - PREMISES
DA4610629,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT
DA4611405,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4611405,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DA4612995,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT
DA4614892,OUT OF COMPLIANCE,RH53,"COUNTER, CABINETS, VANITIES, VANITIES SHELVING, ETC. - UNIT"
DA4614892,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT
DA4620525,OUT OF COMPLIANCE,H044,FAUCET FIXTURES - UNIT
DA4620525,OUT OF COMPLIANCE,H019,MISSING COMFORT HEAT - UNIT
DA4620525,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT
DA4629932,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT
DA4630144,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4611899,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4611899,OUT OF COMPLIANCE,RH39, COCKROACHES - UNIT
DA4611899,OUT OF COMPLIANCE,RH07,WALL/FLOOR/CEILING - MOLD - UNIT
DA4611980,OUT OF COMPLIANCE,RH04,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA4611980,OUT OF COMPLIANCE,H091,WALL/CEILING/FLOOR - MOLD - PREMISES
DA4612014,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DA4612014,OUT OF COMPLIANCE,H037,VENTILATION - UNIT
DA4612014,OUT OF COMPLIANCE,RH03,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4612014,OUT OF COMPLIANCE,H014,TANK/BASE/BOWL/OTHER - UNIT
DA4612117,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4612117,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DA4613243,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4613243,OUT OF COMPLIANCE,H044,FAUCET FIXTURES - UNIT
DA4613243,OUT OF COMPLIANCE,RH51,APPLIANCES/FURNITURE - UNIT
DA4613685,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DA4613685,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT
DA4613685,OUT OF COMPLIANCE,RH37,SINK BASIN/FIXTURES - UNIT
DA4613685,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT
DA4613685,OUT OF COMPLIANCE,H019,MISSING COMFORT HEAT - UNIT
DA4613918,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT
DA4613992,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DA4613992,OUT OF COMPLIANCE,RH03,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4614061,OUT OF COMPLIANCE,RH37,SINK BASIN/FIXTURES - UNIT
DA4614061,OUT OF COMPLIANCE,RH07,WALL/FLOOR/CEILING - MOLD - UNIT
DA4614061,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DA4614061,OUT OF COMPLIANCE,RH03,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4614061,OUT OF COMPLIANCE,RH05,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA4614097,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4614097,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT
DA4614097,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA4614590,OUT OF COMPLIANCE,RH07,WALL/FLOOR/CEILING - MOLD - UNIT
DA4614590,OUT OF COMPLIANCE,RH04,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA4614590,OUT OF COMPLIANCE,RH05,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA4615984,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT
DA4616534,OUT OF COMPLIANCE,RH26,SEWER/DRAIN LINES - PREMISES
DA4617750,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT
DA4617750,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DA4617853,OUT OF COMPLIANCE,RH26,SEWER/DRAIN LINES - PREMISES
DA4618727,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT
DA4616079,OUT OF COMPLIANCE,RH09,WINDOWS/SCREENS - UNIT
DA4617784,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES
DA4617890,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT
DA4618647,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT
DA4618647,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT
DA4619308,HOUSING CRITICAL,H005,RATS/MICE - UNIT
DA4619725,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA4619725,HOUSING NON-CRITICAL,H012,OUTLET/FIXTURES - UNIT
DA4619725,HOUSING NON-CRITICAL,RH35,TUB/SHOWER STALL/SHOWER FIXTURES - UNIT
DA4619725,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA4620667,OUT OF COMPLIANCE,H076,APPLIANCES - PREMISES
DA4623705,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4623705,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT
DA4668302,OUT OF COMPLIANCE,RH62,PERMIT AVAILABLE
DA4620499,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4620499,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT
DA4620624,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4620624,OUT OF COMPLIANCE,H092,WINDOWS/SCREENS - PREMISES
DA4620624,OUT OF COMPLIANCE,RH31,LIGHTING - UNIT
DA4620893,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA4621153,OUT OF COMPLIANCE,RH07,WALL/FLOOR/CEILING - MOLD - UNIT
DA4621750,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DA4621750,OUT OF COMPLIANCE,RH49,HEATING SYSTEM - UNIT
DA4621955,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA4623343,OUT OF COMPLIANCE,RH33,TOILET TANK/BASE/BOWL - UNIT
DA4623343,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4623343,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT
DA4623344,OUT OF COMPLIANCE,RH33,TOILET TANK/BASE/BOWL - UNIT
DA4623344,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA4623552,OUT OF COMPLIANCE,RH03,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4623552,OUT OF COMPLIANCE,RH07,WALL/FLOOR/CEILING - MOLD - UNIT
DA4624077,OUT OF COMPLIANCE,RH03,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4624138,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA4633177,OUT OF COMPLIANCE,RH03,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4624543,OUT OF COMPLIANCE,RH39, COCKROACHES - UNIT
DA4624677,OUT OF COMPLIANCE,H027,INADEQUATE LIGHTING - UNIT
DA4624677,OUT OF COMPLIANCE,H044,FAUCET FIXTURES - UNIT
DA4624677,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT
DA4624677,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT
DA4624677,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA4624677,OUT OF COMPLIANCE,H014,TANK/BASE/BOWL/OTHER - UNIT
DA4624677,OUT OF COMPLIANCE,H012,OUTLET/FIXTURES - UNIT
DA4624677,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DA4624677,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4624762,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT
DA4624853,OUT OF COMPLIANCE,RH05,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA4624853,OUT OF COMPLIANCE,RH03,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4624853,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DA4625014,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES
DA4625097,OUT OF COMPLIANCE,RH23,HOT WATER/WATER HEATER - UNIT
DA4625097,OUT OF COMPLIANCE,RH03,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4625097,OUT OF COMPLIANCE,RH25,SEWER/DRAIN LINES - UNIT
DA4625167,OUT OF COMPLIANCE,H019,MISSING COMFORT HEAT - UNIT
DA4630041,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4630598,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DA4630598,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA4630598,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4782048,OUT OF COMPLIANCE,RH17,VENT SCREENS - UNIT
DA4628486,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DA4628486,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4628486,OUT OF COMPLIANCE,RH49,HEATING SYSTEM - UNIT
DA4628979,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DA4628979,OUT OF COMPLIANCE,RH07,WALL/FLOOR/CEILING - MOLD - UNIT
DA4628979,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT
DA4628979,OUT OF COMPLIANCE,RH03,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4629016,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA4629016,OUT OF COMPLIANCE,RH03,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4630282,OUT OF COMPLIANCE,RH39, COCKROACHES - UNIT
DA4630282,OUT OF COMPLIANCE,H045,SINK BASIN - UNIT
DA4630282,OUT OF COMPLIANCE,RH07,WALL/FLOOR/CEILING - MOLD - UNIT
DA4630400,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT
DA4630400,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT
DA4630454,OUT OF COMPLIANCE,RH26,SEWER/DRAIN LINES - PREMISES
DA4630590,OUT OF COMPLIANCE,H061,RATS/MICE - PREMISES
DA4630687,OUT OF COMPLIANCE,H012,OUTLET/FIXTURES - UNIT
DA4630687,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA4631451,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT
DA4631697,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4633602,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4631154,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT
DA4631608,OUT OF COMPLIANCE,H027,INADEQUATE LIGHTING - UNIT
DA4631608,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4631608,OUT OF COMPLIANCE,H061,RATS/MICE - PREMISES
DA4631608,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT
DA4631917,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA4632189,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DA4632189,OUT OF COMPLIANCE,RH43,RODENTS - UNIT
DA4632291,OUT OF COMPLIANCE,H042,NO WATER - UNIT
DA4632657,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DA4632657,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4632657,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT
DA4632687,OUT OF COMPLIANCE,RH35,TUB/SHOWER STALL/SHOWER FIXTURES - UNIT
DA4632804,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA4632804,OUT OF COMPLIANCE,H045,SINK BASIN - UNIT
DA4632804,OUT OF COMPLIANCE,H012,OUTLET/FIXTURES - UNIT
DA4632833,OUT OF COMPLIANCE,RH07,WALL/FLOOR/CEILING - MOLD - UNIT
DA4632833,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4633056,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA4633056,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4633056,OUT OF COMPLIANCE,H096,VENT SCREENS - PREMISES
DA4633056,OUT OF COMPLIANCE,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA4633075,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA4633075,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DA4633631,OUT OF COMPLIANCE,RH07,WALL/FLOOR/CEILING - MOLD - UNIT
DA4634604,OUT OF COMPLIANCE,RH03,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4634976,OUT OF COMPLIANCE,H019,MISSING COMFORT HEAT - UNIT
DA4634976,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT
DA4635135,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES
DA4635380,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4635380,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT
DA4635390,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA4635390,OUT OF COMPLIANCE,H057,COCKROACHES - PREMISES
DA4636320,OUT OF COMPLIANCE,RH26,SEWER/DRAIN LINES - PREMISES
DA4637458,OUT OF COMPLIANCE,RH23,HOT WATER/WATER HEATER - UNIT
DA4637458,OUT OF COMPLIANCE,RH21,WATER SUPPLY/INADEQUATE FLOW - UNIT
DA4636245,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT
DA4636245,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4636245,OUT OF COMPLIANCE,RH33,TOILET TANK/BASE/BOWL - UNIT
DA4636513,OUT OF COMPLIANCE,H012,OUTLET/FIXTURES - UNIT
DA4636513,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4636513,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT
DA4636513,OUT OF COMPLIANCE,RH31,LIGHTING - UNIT
DA4636513,OUT OF COMPLIANCE,RH35,TUB/SHOWER STALL/SHOWER FIXTURES - UNIT
DA4637470,OUT OF COMPLIANCE,H096,VENT SCREENS - PREMISES
DA4637536,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA4637536,OUT OF COMPLIANCE,H085,LAUNDRY ROOM/REC ROOM - PREMISES
DA4637729,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT
DA4637753,OUT OF COMPLIANCE,RH39, COCKROACHES - UNIT
DA4637774,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT
DA4637812,OUT OF COMPLIANCE,RH23,HOT WATER/WATER HEATER - UNIT
DA4638271,OUT OF COMPLIANCE,H042,NO WATER - UNIT
DA4638437,OUT OF COMPLIANCE,RH07,WALL/FLOOR/CEILING - MOLD - UNIT
DA4638437,OUT OF COMPLIANCE,H012,OUTLET/FIXTURES - UNIT
DA4638437,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA4638437,OUT OF COMPLIANCE,RH05,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA4638445,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT
DA4638445,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES
DA4638637,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES
